InventoryId,Sum of BeginOnHand,Sum of EndOnHand,LowInvFlag,Sum of Purch_Agg.TotalPurchase$,Sum of Purch_Agg.TotalPurchaseQty,Sum of Sales_Agg.TotalSales$,Sum of Sales_Agg.TotalSalesQty,Purch_Agg.AvgPurchasePrice,Inventory Variance
2_ASHBORNE_3502,20,24,0,748.88,92,32.97,3,8.14,4
2_ASHBORNE_3503,13,4,1,393.6,48,43.96,4,8.2,-9
2_ASHBORNE_3505,27,24,0,9810.88,713,257.88,12,13.76,-3
2_ASHBORNE_35075,16,14,0,,,0,0,,-2
2_ASHBORNE_35088,11,16,0,469.8,81,109.89,11,5.8,5
2_ASHBORNE_35103,11,20,0,871,130,69.93,7,6.7,9
2_ASHBORNE_3511,51,7,1,1071.52,148,339.66,34,7.24,-44
2_ASHBORNE_3512,130,97,0,16781.52,1427,1305.23,77,11.76,-33
2_ASHBORNE_3513,61,12,0,2337.4,130,111.96,4,17.98,-49
2_ASHBORNE_3515,10,16,0,1302,84,0,0,15.5,6
2_ASHBORNE_3521,0,8,1,410.3,22,0,0,18.65,8
2_ASHBORNE_3522,52,56,0,11120.72,1156,974.25,75,9.62,4
2_ASHBORNE_3524,10,5,1,749.7,51,99.95,5,14.7,-5
2_ASHBORNE_3527,6,6,1,1683.99,77,87.97,3,21.87,0
2_ASHBORNE_3528,7,4,1,562.32,18,39.99,1,31.24,-3
2_ASHBORNE_3529,47,49,0,2646.54,261,503.64,36,10.14,2
2_ASHBORNE_35294,24,0,1,1131.76,329,131.77,23,3.44,-24
2_ASHBORNE_35318,16,6,1,,,11.49,1,,-10
2_ASHBORNE_35319,5,14,0,231.84,24,14.49,1,9.66,9
2_ASHBORNE_3532,6,3,1,720.3,35,85.97,3,20.58,-3
2_ASHBORNE_3534,10,4,1,1162.88,64,24.99,1,18.17,-6
2_ASHBORNE_35375,13,15,0,1144.34,58,149.95,5,19.73,2
2_ASHBORNE_35392,8,21,0,301.68,36,0,0,8.38,13
2_ASHBORNE_35393,11,21,0,989,115,41.97,3,8.6,10
2_ASHBORNE_35411,20,10,1,112.56,24,55.92,8,4.69,-10
2_ASHBORNE_35412,82,49,0,3719.31,623,44.75,5,5.97,-33
2_ASHBORNE_35413,7,13,0,221.84,47,55.92,8,4.72,6
2_ASHBORNE_35414,71,69,0,2519.43,411,143.64,12,6.13,-2
2_ASHBORNE_3542,0,5,1,615.65,35,0,0,17.59,5
2_ASHBORNE_35442,15,13,0,763.53,93,142.89,11,8.21,-2
2_ASHBORNE_3545,346,211,0,75826.96,3464,11864.08,392,21.89,-135
2_ASHBORNE_3546,0,5,1,693.72,41,0,0,16.92,5
2_ASHBORNE_35464,0,11,0,2047.68,72,113.98,2,28.44,11
2_ASHBORNE_3547,19,17,0,264,120,5.58,2,2.2,-2
2_ASHBORNE_35471,0,37,0,422.1,126,0,0,3.35,37
2_ASHBORNE_35472,48,39,0,3098.76,527,104.9,10,5.88,-9
2_ASHBORNE_3549,22,66,0,4704.48,264,454.83,17,17.82,44
2_ASHBORNE_3556,0,0,1,948,100,0,0,9.48,0
2_ASHBORNE_35578,17,14,0,233.07,51,49.95,5,4.57,-3
2_ASHBORNE_35581,6,11,0,2415.36,96,554.85,15,25.16,5
2_ASHBORNE_3560,39,14,0,,,0,0,,-25
2_ASHBORNE_35606,14,14,0,291.36,48,32.97,3,6.07,0
2_ASHBORNE_35607,25,16,0,162.05,35,32.97,3,4.63,-9
2_ASHBORNE_3562,129,0,1,93.94,122,19.8,20,0.77,-129
2_ASHBORNE_3564,27,26,0,,,0,0,,-1
2_ASHBORNE_3566,0,240,0,255.6,360,0,0,0.71,240
2_ASHBORNE_35664,74,20,0,552.5,85,159.84,16,6.5,-54
2_ASHBORNE_35666,67,33,0,,,29.97,3,,-34
2_ASHBORNE_35668,14,17,0,351.84,48,43.96,4,7.33,3
2_ASHBORNE_3568,170,0,1,,,20.79,21,,-170
2_ASHBORNE_3571,112,35,0,,,0,0,,-77
2_ASHBORNE_3574,0,74,0,183.26,238,0,0,0.77,74
2_ASHBORNE_3577,0,6,1,667.8,35,0,0,19.08,6
2_ASHBORNE_3579,17,35,0,2228.88,251,203.83,17,8.88,18
2_ASHBORNE_3580,11,16,0,379.76,47,43.96,4,8.08,5
2_ASHBORNE_3581,0,279,0,267.88,362,0,0,0.74,279
2_ASHBORNE_3583,11,10,1,1389.15,105,155.93,7,13.23,-1
2_ASHBORNE_3584,4,13,0,736.91,59,0,0,12.49,9
2_ASHBORNE_35862,12,21,0,557.6,41,0,0,13.6,9
2_ASHBORNE_3591,7,13,0,795.32,59,17.99,1,13.48,6
2_ASHBORNE_35913,32,40,0,1564.42,286,479.4,60,5.47,8
2_ASHBORNE_35914,49,50,0,1471.17,267,391.51,49,5.51,1
2_ASHBORNE_35916,32,46,0,915.17,173,267.67,33,5.29,14
2_ASHBORNE_35918,11,18,0,343.97,53,151.85,15,6.49,7
2_ASHBORNE_3594,0,240,0,276.43,359,0,0,0.77,240
2_ASHBORNE_3595,12,5,1,997.66,83,111.93,7,12.02,-7
2_ASHBORNE_35976,7,12,0,610.06,94,89.91,9,6.49,5
2_ASHBORNE_3598,11,13,0,837.22,82,13.99,1,10.21,2
2_ASHBORNE_3606,135,218,0,4807.04,6496,470.25,475,0.74,83
2_ASHBORNE_3607,70,50,0,339.84,472,43.56,44,0.72,-20
2_ASHBORNE_3608,114,112,0,432,600,56.43,57,0.72,-2
2_ASHBORNE_3609,36,118,0,533.54,721,35.64,36,0.74,82
2_ASHBORNE_361,2,6,1,714,50,0,0,14.28,4
2_ASHBORNE_3610,6,11,0,594.72,72,54.95,5,8.26,5
2_ASHBORNE_3612,50,60,0,4603.56,676,485.46,54,6.81,10
2_ASHBORNE_36138,8,15,0,177.12,24,21.98,2,7.38,7
2_ASHBORNE_3614,16,25,0,7691.19,481,294.88,12,15.99,9
2_ASHBORNE_36153,13,12,0,718.5,75,83.94,6,9.58,-1
2_ASHBORNE_36161,5,10,1,659.92,113,35.97,3,5.84,5
2_ASHBORNE_3617,3,6,1,1075.76,68,65.97,3,15.82,3
2_ASHBORNE_36199,12,12,0,193.2,24,13.99,1,8.05,0
2_ASHBORNE_3620,3,6,1,767.76,24,0,0,31.99,3
2_ASHBORNE_3625,73,87,0,6660.11,529,593.67,33,12.59,14
2_ASHBORNE_3626,7,7,1,374.04,36,14.99,1,10.39,0
2_ASHBORNE_3627,20,25,0,1536.68,164,123.91,9,9.37,5
2_ASHBORNE_36284,12,9,1,828.45,105,135.92,8,7.89,-3
2_ASHBORNE_3629,0,8,1,247.56,12,0,0,20.63,8
2_ASHBORNE_3630,25,36,0,7654.38,386,402.85,15,19.83,11
2_ASHBORNE_3632,0,17,0,1294.8,60,0,0,21.58,17
2_ASHBORNE_3635,0,6,1,225.84,24,0,0,9.41,6
2_ASHBORNE_3636,24,7,1,1946.61,387,214.17,33,5.03,-17
2_ASHBORNE_3637,17,25,0,1703.82,438,243.34,46,3.89,8
2_ASHBORNE_36378,74,115,0,8052.57,1179,802.27,73,6.83,41
2_ASHBORNE_3638,0,262,0,270,360,0,0,0.75,262
2_ASHBORNE_36473,9,19,0,1282.14,153,144.89,11,8.38,10
2_ASHBORNE_3650,40,51,0,11664.45,345,1299.74,26,33.81,11
2_ASHBORNE_3651,21,56,0,249.05,85,19.95,5,2.93,35
2_ASHBORNE_3652,6,12,0,2947.62,78,0,0,37.79,6
2_ASHBORNE_36523,8,24,0,1364.88,132,149.9,10,10.34,16
2_ASHBORNE_36524,15,19,0,597.67,59,179.88,12,10.13,4
2_ASHBORNE_3654,8,18,0,1418.04,36,54.99,1,39.39,10
2_ASHBORNE_36558,10,8,1,466.2,70,32.97,3,6.66,-2
2_ASHBORNE_3656,23,13,0,2818.59,141,350.87,13,19.99,-10
2_ASHBORNE_3658,32,19,0,1508.4,36,179.97,3,41.9,-13
2_ASHBORNE_3660,0,3,1,1220.9,58,0,0,21.05,3
2_ASHBORNE_3663,8,13,0,516.48,48,83.94,6,10.76,5
2_ASHBORNE_36648,14,12,0,470.16,12,235.96,4,39.18,-2
2_ASHBORNE_3667,9,12,0,1811.94,138,399.8,20,13.13,3
2_ASHBORNE_3668,44,43,0,9655.96,283,988.77,23,34.12,-1
2_ASHBORNE_3671,0,92,0,186.34,121,0,0,1.54,92
2_ASHBORNE_36750,13,13,0,512.53,107,140.8,20,4.79,0
2_ASHBORNE_3676,0,4,1,372,12,0,0,31,4
2_ASHBORNE_36770,34,36,0,3114.04,508,254.39,21,6.13,2
2_ASHBORNE_36771,80,50,0,3259.62,546,32.89,3,5.97,-30
2_ASHBORNE_3679,19,12,0,1970.64,136,175.92,8,14.49,-7
2_ASHBORNE_3680,17,15,0,6549.78,346,562.79,21,18.93,-2
2_ASHBORNE_3682,25,28,0,3798.48,228,238.91,9,16.66,3
2_ASHBORNE_3683,12,12,0,777.03,59,17.99,1,13.17,0
2_ASHBORNE_3684,51,77,0,12042.24,1568,699.3,70,7.68,26
2_ASHBORNE_3687,18,11,0,1102.08,287,86.85,15,3.84,-7
2_ASHBORNE_36874,18,16,0,222.24,48,41.94,6,4.63,-2
2_ASHBORNE_3689,7,8,1,459.72,36,0,0,12.77,1
2_ASHBORNE_3690,13,12,0,1634.47,73,27.99,1,22.39,-1
2_ASHBORNE_3693,13,8,1,697.6,80,21.98,2,8.72,-5
2_ASHBORNE_3694,11,5,1,781.84,58,17.99,1,13.48,-6
2_ASHBORNE_3695,9,11,0,368.64,48,23.98,2,7.68,2
2_ASHBORNE_3696,64,61,0,4104,540,597.93,57,7.6,-3
2_ASHBORNE_3699,11,8,1,2852,92,199.95,5,31,-3
2_ASHBORNE_3702,101,0,1,2.13,3,38.61,39,0.71,-101
2_ASHBORNE_3704,124,36,0,661.32,36,28.99,1,18.37,-88
2_ASHBORNE_3706,32,48,0,3306.71,253,288.83,17,13.07,16
2_ASHBORNE_37071,2,17,0,554.88,48,59.97,3,11.56,15
2_ASHBORNE_3709,0,13,0,631.2,60,0,0,10.52,13
2_ASHBORNE_37121,14,14,0,209.28,24,0,0,8.72,0
2_ASHBORNE_37235,11,13,0,388.8,48,35.97,3,8.1,2
2_ASHBORNE_3724,6,12,0,1280.24,104,125.93,7,12.31,6
2_ASHBORNE_3725,4,8,1,224.4,24,14.99,1,9.35,4
2_ASHBORNE_3726,23,23,0,1731.24,458,249.5,50,3.78,0
2_ASHBORNE_3727,98,26,0,176.4,120,19.9,10,1.47,-72
2_ASHBORNE_3728,37,45,0,9256.77,489,1142.56,44,18.93,8
2_ASHBORNE_3731,4,11,0,789.42,59,71.96,4,13.38,7
2_ASHBORNE_37310,12,18,0,1140.75,169,249.75,25,6.75,6
2_ASHBORNE_37312,8,20,0,958.8,120,78.95,5,7.99,12
2_ASHBORNE_37313,9,30,0,567,84,59.95,5,6.75,21
2_ASHBORNE_3733,4,4,1,1511.28,18,0,0,83.96,0
2_ASHBORNE_3736,7,5,1,680.6,83,32.97,3,8.2,-2
2_ASHBORNE_37401,14,11,0,494.44,94,43.95,5,5.26,-3
2_ASHBORNE_3743,20,7,1,384.96,48,43.96,4,8.02,-13
2_ASHBORNE_37433,6,19,0,876.96,203,19.98,2,4.32,13
2_ASHBORNE_37435,65,7,1,250.92,12,63.98,2,20.91,-58
2_ASHBORNE_3745,14,7,1,457.43,149,89.82,18,3.07,-7
2_ASHBORNE_3746,57,75,0,11442.36,1343,571.56,44,8.52,18
2_ASHBORNE_3754,36,8,1,316.44,36,76.93,7,8.79,-28
2_ASHBORNE_3755,7,9,1,420.7,35,35.98,2,12.02,2
2_ASHBORNE_3758,6,5,1,1138.02,78,68.97,3,14.59,-1
2_ASHBORNE_376,7,3,1,1214.08,64,86.97,3,18.97,-4
2_ASHBORNE_3760,7,9,1,911.77,73,71.96,4,12.49,2
2_ASHBORNE_37604,11,10,1,472.26,51,265.81,19,9.26,-1
2_ASHBORNE_3762,37,60,0,1106.4,240,77.87,13,4.61,23
2_ASHBORNE_3763,5,7,1,486.72,24,89.97,3,20.28,2
2_ASHBORNE_3764,1,5,1,249.12,12,28.99,1,20.76,4
2_ASHBORNE_3765,4,3,1,112.44,12,29.98,2,9.37,-1
2_ASHBORNE_37656,13,17,0,1256.43,93,159.92,8,13.51,4
2_ASHBORNE_37657,6,20,0,437.76,36,17.99,1,12.16,14
2_ASHBORNE_3766,20,11,0,673.2,72,68.95,5,9.35,-9
2_ASHBORNE_37678,19,14,0,548.52,84,65.94,6,6.53,-5
2_ASHBORNE_3768,17,19,0,434.4,120,28.95,5,3.62,2
2_ASHBORNE_3769,44,29,0,2779.92,396,368.59,41,7.02,-15
2_ASHBORNE_377,0,7,1,680.4,24,0,0,28.35,7
2_ASHBORNE_3773,13,3,1,,,0,0,,-10
2_ASHBORNE_37731,6,21,0,1487.4,222,90.93,7,6.7,15
2_ASHBORNE_37735,11,13,0,363.84,48,32.97,3,7.58,2
2_ASHBORNE_3776,71,45,0,8834.56,476,566.79,21,18.56,-26
2_ASHBORNE_37785,27,18,0,738.9,90,158.87,13,8.21,-9
2_ASHBORNE_37786,96,14,0,412.8,64,49.96,4,6.45,-82
2_ASHBORNE_3779,26,46,0,897.6,96,38.97,3,9.35,20
2_ASHBORNE_37792,31,16,0,717.65,155,18.98,2,4.63,-15
2_ASHBORNE_3780,21,20,0,371.16,36,51.96,4,10.31,-1
2_ASHBORNE_3781,20,44,0,445.92,48,0,0,9.29,24
2_ASHBORNE_3782,25,6,1,1605.65,85,383.84,16,18.89,-19
2_ASHBORNE_37822,6,67,0,4547.36,388,0,0,11.72,61
2_ASHBORNE_37826,17,10,1,167.76,36,76.89,11,4.66,-7
2_ASHBORNE_37828,16,34,0,1038.96,156,14.99,1,6.66,18
2_ASHBORNE_3784,7,10,1,174.96,24,33.97,3,7.29,3
2_ASHBORNE_37842,15,22,0,626.94,81,95.92,8,7.74,7
2_ASHBORNE_3787,20,16,0,1250.8,106,84.95,5,11.8,-4
2_ASHBORNE_3788,0,0,1,2398.8,120,83.97,3,19.99,0
2_ASHBORNE_3790,2,4,1,2352.9,66,143.97,3,35.65,2
2_ASHBORNE_37904,22,19,0,586.95,91,95.92,8,6.45,-3
2_ASHBORNE_3791,8,14,0,314.88,48,0,0,6.56,6
2_ASHBORNE_37923,10,17,0,178.32,24,35.97,3,7.43,7
2_ASHBORNE_3794,6,4,1,944.18,34,73.98,2,27.77,-2
2_ASHBORNE_3798,12,20,0,6563.73,331,405.86,14,19.83,8
2_ASHBORNE_37984,6,14,0,629.14,83,54.95,5,7.58,8
2_ASHBORNE_3799,0,6,1,167.94,6,0,0,27.99,6
2_ASHBORNE_3800,3,4,1,1028.4,24,55.99,1,42.85,1
2_ASHBORNE_3802,156,104,0,16962.09,1263,1820.99,101,13.43,-52
2_ASHBORNE_3804,26,16,0,3296.16,432,439.56,44,7.63,-10
2_ASHBORNE_3806,0,10,1,455.43,47,0,0,9.69,10
2_ASHBORNE_3808,50,26,0,668.5,70,64.95,5,9.55,-24
2_ASHBORNE_381,0,0,1,1493.5,103,0,0,14.5,0
2_ASHBORNE_38131,15,19,0,772.92,113,221.78,22,6.84,4
2_ASHBORNE_38133,155,138,0,697.76,178,427.39,61,3.92,-17
2_ASHBORNE_3815,8,7,1,,,0,0,,-1
2_ASHBORNE_38178,12,14,0,528.64,128,161.73,27,4.13,2
2_ASHBORNE_38179,7,14,0,243.67,59,77.87,13,4.13,7
2_ASHBORNE_3818,6,5,1,999.58,46,32.99,1,21.73,-1
2_ASHBORNE_38180,9,12,0,647.11,163,149.75,25,3.97,3
2_ASHBORNE_3820,10,16,0,1186.37,89,86.96,4,13.33,6
2_ASHBORNE_3821,12,17,0,877.4,107,109.9,10,8.2,5
2_ASHBORNE_3826,51,90,0,20477.74,1301,1054.56,44,15.74,39
2_ASHBORNE_3827,76,50,0,5373.12,579,584.55,45,9.28,-26
2_ASHBORNE_3829,0,1,1,266.4,24,0,0,11.1,1
2_ASHBORNE_3830,24,5,1,1697.4,92,911.62,38,18.45,-19
2_ASHBORNE_3831,26,108,0,378.59,131,7.98,2,2.89,82
2_ASHBORNE_3834,34,28,0,1994.85,195,95.94,6,10.23,-6
2_ASHBORNE_3835,5,21,0,975.8,119,65.94,6,8.2,16
2_ASHBORNE_3836,15,15,0,379.68,48,120.89,11,7.91,0
2_ASHBORNE_38369,10,17,0,414,46,15.99,1,9,7
2_ASHBORNE_3837,135,103,0,590.4,820,80.19,81,0.72,-32
2_ASHBORNE_38370,22,25,0,8244.09,1251,260.79,21,6.59,3
2_ASHBORNE_384,3,6,1,820.2,15,0,0,54.68,3
2_ASHBORNE_3840,14,12,0,4446.51,309,541.76,24,14.39,-2
2_ASHBORNE_38441,11,3,1,1360.1,203,71.94,6,6.7,-8
2_ASHBORNE_38457,35,33,0,830.79,181,17.98,2,4.59,-2
2_ASHBORNE_3847,47,119,0,674.4,240,51.87,13,2.81,72
2_ASHBORNE_38502,10,22,0,2230.16,488,227.71,29,4.57,12
2_ASHBORNE_3851,19,25,0,3557.92,296,447.72,28,12.02,6
2_ASHBORNE_38528,5,5,1,305.76,12,77.98,2,25.48,0
2_ASHBORNE_38542,8,14,0,588.76,82,109.9,10,7.18,6
2_ASHBORNE_38546,233,69,0,3815.24,754,766.23,77,5.06,-164
2_ASHBORNE_38549,18,17,0,612.14,127,62.93,7,4.82,-1
2_ASHBORNE_3857,56,39,0,23957.02,626,971.82,18,38.27,-17
2_ASHBORNE_3858,262,76,0,37032.68,2084,2015.16,84,17.77,-186
2_ASHBORNE_3859,23,29,0,2063.43,303,269.7,30,6.81,6
2_ASHBORNE_3863,11,12,0,2356,152,64.97,3,15.5,1
2_ASHBORNE_38644,14,12,0,317.25,47,76.93,7,6.75,-2
2_ASHBORNE_38652,9,16,0,1146.6,84,118.94,6,13.65,7
2_ASHBORNE_3870,2,6,1,1176.84,42,36.99,1,28.02,4
2_ASHBORNE_3871,31,4,1,492,60,21.98,2,8.2,-27
2_ASHBORNE_3875,0,10,1,824.8,80,0,0,10.31,10
2_ASHBORNE_3877,25,9,1,596.85,69,32.97,3,8.65,-16
2_ASHBORNE_3878,29,17,0,2722.32,342,245.78,22,7.96,-12
2_ASHBORNE_3879,34,25,0,2048.69,259,292.77,23,7.91,-9
2_ASHBORNE_388,11,30,0,1095.36,96,28.98,2,11.41,19
2_ASHBORNE_3880,0,2,1,423.36,36,0,0,11.76,2
2_ASHBORNE_3882,31,8,1,509.82,58,43.96,4,8.79,-23
2_ASHBORNE_3883,4,14,0,601.77,39,65.97,3,15.43,10
2_ASHBORNE_3884,9,2,1,,,34.99,1,,-7
2_ASHBORNE_38850,32,38,0,1934.4,416,23.97,3,4.65,6
2_ASHBORNE_38888,34,10,1,1181.6,70,55.98,2,16.88,-24
2_ASHBORNE_38898,16,27,0,724.68,36,0,0,20.13,11
2_ASHBORNE_38899,50,156,0,3596.32,494,428.67,33,7.28,106
2_ASHBORNE_3890,11,9,1,604.32,48,53.97,3,12.59,-2
2_ASHBORNE_3893,69,55,0,10079.03,1271,949.05,95,7.93,-14
2_ASHBORNE_3894,19,7,1,1407.4,155,245.82,18,9.08,-12
2_ASHBORNE_38946,13,13,0,335.4,60,0,0,5.59,0
2_ASHBORNE_38950,17,18,0,374,55,0,0,6.8,1
2_ASHBORNE_3896,22,23,0,1086.19,413,111.86,34,2.63,1
2_ASHBORNE_3899,34,15,0,1095.6,498,207.48,52,2.2,-19
2_ASHBORNE_3904,0,52,0,255.6,360,0,0,0.71,52
2_ASHBORNE_39087,9,12,0,1824.84,274,266.79,21,6.66,3
2_ASHBORNE_3910,11,16,0,415.48,47,71.94,6,8.84,5
2_ASHBORNE_3913,180,83,0,12323.64,863,2194.78,122,14.28,-97
2_ASHBORNE_39146,12,13,0,1221.11,187,275.77,23,6.53,1
2_ASHBORNE_3915,8,3,1,559.32,59,27.98,2,9.48,-5
2_ASHBORNE_3918,8,8,1,396.84,12,44.99,1,33.07,0
2_ASHBORNE_3919,24,22,0,397.15,47,24.48,2,8.45,-2
2_ASHBORNE_3921,6,6,1,2541.8,142,242.91,9,17.9,0
2_ASHBORNE_3923,8,4,1,638.04,6,133.99,1,106.34,-4
2_ASHBORNE_3924,6,2,1,2242.02,129,155.94,6,17.38,-4
2_ASHBORNE_3925,3,7,1,681.66,18,0,0,37.87,4
2_ASHBORNE_39254,13,9,1,565.8,82,65.94,6,6.9,-4
2_ASHBORNE_39256,16,14,0,975.24,189,103.92,8,5.16,-2
2_ASHBORNE_3929,7,6,1,373.8,12,85.98,2,31.15,-1
2_ASHBORNE_39335,6,160,0,3447.5,394,149.9,10,8.75,154
2_ASHBORNE_39348,50,20,0,962,148,227.81,19,6.5,-30
2_ASHBORNE_39356,8,9,1,2207.96,191,237.89,11,11.56,1
2_ASHBORNE_39358,8,9,1,441.2,40,65.97,3,11.03,1
2_ASHBORNE_3938,25,17,0,1761.09,141,232.87,13,12.49,-8
2_ASHBORNE_39384,21,7,1,3019.52,337,118.93,7,8.96,-14
2_ASHBORNE_3939,7,3,1,270.6,12,0,0,22.55,-4
2_ASHBORNE_3941,4,3,1,880.8,30,36.99,1,29.36,-1
2_ASHBORNE_39410,21,21,0,220.32,36,19.98,2,6.12,0
2_ASHBORNE_39412,10,16,0,211.68,36,19.98,2,5.88,6
2_ASHBORNE_39413,7,15,0,662.86,131,179.8,20,5.06,8
2_ASHBORNE_3944,0,5,1,383.88,12,0,0,31.99,5
2_ASHBORNE_3945,12,10,1,484.4,35,35.98,2,13.84,-2
2_ASHBORNE_3947,6,5,1,836.16,24,101.98,2,34.84,-1
2_ASHBORNE_39479,16,12,0,994.52,188,49.95,5,5.29,-4
2_ASHBORNE_39491,6,9,1,194.4,24,13.99,1,8.1,3
2_ASHBORNE_3951,36,83,0,219.6,120,19.92,8,1.83,47
2_ASHBORNE_39523,16,7,1,1459.82,94,174.93,7,15.53,-9
2_ASHBORNE_3959,9,26,0,875.52,48,0,0,18.24,17
2_ASHBORNE_39593,16,12,0,557.04,88,169.83,17,6.33,-4
2_ASHBORNE_3960,15,14,0,1542.24,162,65.95,5,9.52,-1
2_ASHBORNE_3961,25,6,1,490.59,27,359.85,15,18.17,-19
2_ASHBORNE_39631,18,12,0,190.4,35,63.92,8,5.44,-6
2_ASHBORNE_39648,10,7,1,731.43,81,29.98,2,9.03,-3
2_ASHBORNE_39654,5,3,1,202.5,30,49.95,5,6.75,-2
2_ASHBORNE_3967,9,60,0,2187.36,186,94.95,5,11.76,51
2_ASHBORNE_39689,5,0,1,,,0,0,,-5
2_ASHBORNE_3969,2,5,1,704.16,48,79.96,4,14.67,3
2_ASHBORNE_39691,14,18,0,1985.76,144,307.86,14,13.79,4
2_ASHBORNE_3970,14,9,1,162.72,24,9.29,1,6.78,-5
2_ASHBORNE_39708,5,58,0,679.68,144,43.95,5,4.72,53
2_ASHBORNE_39717,3,13,0,230.3,47,0,0,4.9,10
2_ASHBORNE_39750,16,12,0,769.5,150,23.98,2,5.13,-4
2_ASHBORNE_39775,20,14,0,829.28,142,0,0,5.84,-6
2_ASHBORNE_3979,0,15,0,2782.17,171,0,0,16.27,15
2_ASHBORNE_3980,7,10,1,4606.56,144,319.92,8,31.99,3
2_ASHBORNE_3981,5,36,0,337.32,36,47.96,4,9.37,31
2_ASHBORNE_3982,12,23,0,2890.38,201,395.81,19,14.38,11
2_ASHBORNE_3983,0,7,1,281.16,12,0,0,23.43,7
2_ASHBORNE_3984,4,3,1,387.6,12,0,0,32.3,-1
2_ASHBORNE_3987,33,34,0,916.9,106,76.93,7,8.65,1
2_ASHBORNE_3989,11,81,0,1861.08,156,37.98,2,11.93,70
2_ASHBORNE_39923,8,16,0,471.6,72,109.89,11,6.55,8
2_ASHBORNE_3996,0,91,0,1812.36,132,0,0,13.73,91
2_ASHBORNE_3997,163,40,0,1671.95,119,259.87,13,14.05,-123
2_ASHBORNE_39979,17,18,0,188.16,24,0,0,7.84,1
2_ASHBORNE_3999,14,12,0,382.32,24,0,0,15.93,-2
2_ASHBORNE_40053,12,15,0,688.85,115,42.96,4,5.99,3
2_ASHBORNE_40054,16,13,0,1294.04,173,69.95,5,7.48,-3
2_ASHBORNE_40055,10,10,1,357.68,34,53.97,3,10.52,0
2_ASHBORNE_4007,0,4,1,771.12,36,0,0,21.42,4
2_ASHBORNE_40096,19,37,0,4828.68,459,310.87,13,10.52,18
2_ASHBORNE_40097,21,28,0,5400.9,510,275.88,12,10.59,7
2_ASHBORNE_40098,25,22,0,2667.66,257,64.97,3,10.38,-3
2_ASHBORNE_4018,6,7,1,158.76,6,0,0,26.46,1
2_ASHBORNE_40193,16,24,0,1246.14,258,299.7,30,4.83,8
2_ASHBORNE_40296,0,6,1,233.24,17,0,0,13.72,6
2_ASHBORNE_40332,8,12,0,476.18,58,65.95,5,8.21,4
2_ASHBORNE_40337,19,33,0,2227.23,339,167.34,16,6.57,14
2_ASHBORNE_4040,3,4,1,323.64,18,0,0,17.98,1
2_ASHBORNE_40425,52,0,1,4391.28,684,359.4,28,6.42,-52
2_ASHBORNE_4050,19,17,0,305.2,35,13.99,1,8.72,-2
2_ASHBORNE_4053,0,4,1,259.02,18,0,0,14.39,4
2_ASHBORNE_4054,0,5,1,555.19,59,0,0,9.41,5
2_ASHBORNE_40545,22,38,0,6017.58,606,614.59,41,9.93,16
2_ASHBORNE_40559,11,14,0,571.17,79,175.84,16,7.23,3
2_ASHBORNE_4062,11,9,1,314.82,54,44.95,5,5.83,-2
2_ASHBORNE_4064,10,10,1,658.7,70,25.98,2,9.41,0
2_ASHBORNE_4066,46,14,0,822.4,64,416.78,22,12.85,-32
2_ASHBORNE_4075,10,7,1,285.66,18,47.98,2,15.87,-3
2_ASHBORNE_408,2,3,1,1789.86,138,107.94,6,12.97,1
2_ASHBORNE_40801,10,18,0,344.51,47,65.94,6,7.33,8
2_ASHBORNE_4089,36,6,1,262.62,18,24.99,1,14.59,-30
2_ASHBORNE_4091,2,3,1,781.2,36,29.99,1,21.7,1
2_ASHBORNE_4092,0,3,1,134.28,12,0,0,11.19,3
2_ASHBORNE_40965,10,7,1,378.12,23,0,0,16.44,-3
2_ASHBORNE_4102,0,18,0,765.1,70,0,0,10.93,18
2_ASHBORNE_4103,26,10,1,268.56,24,44.97,3,11.19,-16
2_ASHBORNE_41033,17,27,0,502.35,85,21.98,2,5.91,10
2_ASHBORNE_41034,43,25,0,4749.78,903,194.78,18,5.26,-18
2_ASHBORNE_41065,8,12,0,670.8,60,71.96,4,11.18,4
2_ASHBORNE_41072,99,10,1,1721.76,211,278.83,17,8.16,-89
2_ASHBORNE_4111,0,84,0,189.6,240,0,0,0.79,84
2_ASHBORNE_4113,69,70,0,88.8,120,9.9,10,0.74,1
2_ASHBORNE_41143,6,27,0,1157.2,220,35.96,4,5.26,21
2_ASHBORNE_41159,7,20,0,1336.3,83,25.99,1,16.1,13
2_ASHBORNE_41212,13,23,0,1272.92,121,63.96,4,10.52,10
2_ASHBORNE_41213,15,67,0,2643.33,219,159.92,8,12.07,52
2_ASHBORNE_4124,0,184,0,258.48,359,0,0,0.72,184
2_ASHBORNE_4125,0,72,0,217.56,294,0,0,0.74,72
2_ASHBORNE_41251,10,9,1,949.2,280,45.93,7,3.39,-1
2_ASHBORNE_41252,21,8,1,1354.32,264,62.94,6,5.13,-13
2_ASHBORNE_41253,25,52,0,3209.43,527,39.97,3,6.09,27
2_ASHBORNE_41254,34,25,0,842.4,144,31.98,2,5.85,-9
2_ASHBORNE_4126,0,4,1,220.44,12,0,0,18.37,4
2_ASHBORNE_4130,7,9,1,626.52,92,85.92,8,6.81,2
2_ASHBORNE_41321,12,16,0,1870.74,171,233.64,12,10.94,4
2_ASHBORNE_4135,84,27,0,549.9,705,64.35,65,0.78,-57
